PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	EY	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Giombi, Simone; Perlmutter, Eric								Double-trace flows and the swampland								JOURNAL OF HIGH ENERGY PHYSICS					3					026	10.1007/JHEP03(2018)026					MAR 6 2018	2018										0	0	0	0	0	0			1029-8479			WOS:000427543100002		
P	KANG X; MING A; YAO C; ZHANG X; ZHOU Y								Multi-parameter discrete fraction order transformation and semi-tensor product based image encryption method, involves performing semi-tensor product operation, and integrating calculation results of sub-matrixes to obtain encrypted image					CN107770406-A	UNIV BEIJING POSTS & TELECOM																																		0						DIIDW:201821497J		
P	HE Z; LU Y; CHEN Y								Knowledge map dimension expression based graph partitioning method, involves dividing sub graph by performing CP tensor decomposition, and obtaining entity encoding vector and relation code vector according to expression output result					CN107766583-A	UNIV SUN YET-SEN																																		0						DIIDW:201820286P		
P	GAO Z; LONG M; WANG J; WANG Y								Method for predicting radar echo extrapolation by electronic device, involves inputting tensor sequence data into radar extrapolation network model to train for obtaining trained speed field sensing radar extrapolation network model					CN107748942-A	UNIV TSINGHUA																																		0						DIIDW:2018197327		
J	Villanueva, Marizel B.; Salenga, Ma. Louella M.								Bitter Melon Crop Yield Prediction using Machine Learning Algorithm								INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS				9	3			1	6							MAR 2018	2018										0	0	0	0	0	0			2158-107X	2156-5570		WOS:000435400900001		
J	Kadum, Hawwa; Friedman, Sasha; Camp, Elizabeth H.; Cal, Raul Bayoan								Development and scaling of a vertical axis wind turbine wake								JOURNAL OF WIND ENGINEERING AND INDUSTRIAL AERODYNAMICS				174				303	311		10.1016/j.jweia.2018.01.004					MAR 2018	2018										0	0	0	0	0	0			0167-6105	1872-8197		WOS:000427099900026		
J	Guo, Qiang; Zhou, Lingjiu; Wang, Zhengwei; Liu, Meng; Cheng, Huan								Numerical simulation for the tip leakage vortex cavitation								OCEAN ENGINEERING				151				71	81		10.1016/j.oceaneng.2017.12.057					MAR 1 2018	2018										1	0	0	0	0	1			0029-8018			WOS:000426409000007		
J	Jafri, Turab H.; Yoo, Hankyu								REV Application in DEM Analysis of Non-Vibrational Rock Splitting Method to Propose Feasible Borehole Spacing								APPLIED SCIENCES-BASEL				8	3					335	10.3390/app8030335					MAR 2018	2018										0	0	0	0	0	0			2076-3417			WOS:000428369400018		
J	Kos, Ziga; Ravnik, Miha					Kos, Ziga/0000-0002-2888-996X			Elementary Flow Field Profiles of Micro-Swimmers in Weakly Anisotropic Nematic Fluids: Stokeslet, Stresslet, Rotlet and Source Flows								FLUIDS				3	1					15	10.3390/fluids3010015					MAR 2018	2018										0	0	0	0	0	0			2311-5521			WOS:000428555500015		
J	Lilly, Jonathan M.								Kinematics of a Fluid Ellipse in a Linear Flow								FLUIDS				3	1					16	10.3390/fluids3010016					MAR 2018	2018										0	0	0	0	0	0			2311-5521			WOS:000428555500016		
J	Bossavit, Alain								A note on the uniqueness of the Poynting vector and of the Maxwell tensor								INTERNATIONAL JOURNAL OF NUMERICAL MODELLING-ELECTRONIC NETWORKS DEVICES AND FIELDS				31	2	SI				e2214	10.1002/jnm.2214					MAR-APR 2018	2018						10th International Symposium on Electric and Magnetic Fields (EMF)10th International Symposium on Electric and Magnetic Fields (EMF)	APR 12-14, 2016APR 12-14, 2016		Lyon, FRANCELyon, FRANCE	1	0	0	0	0	1			0894-3370	1099-1204		WOS:000425467600002		
J	Jofre, Lluis; Domino, Stefan P.; Iaccarino, Gianluca								A Framework for Characterizing Structural Uncertainty in Large-Eddy Simulation Closures								FLOW TURBULENCE AND COMBUSTION				100	2			341	363		10.1007/s10494-017-9844-8					MAR 2018	2018										0	0	0	0	0	0			1386-6184	1573-1987		WOS:000424665400002		
P	FERN X; HUANG W X; JANKOWSKI C R; LI Q; SAVARESE S; ZHANG Z								Data annotation apparatus for use in machine learning assembly, has data integration portion configured to integrate biometrics data, data of stimulus, and data of first machine learning dataset to obtain second machine learning dataset					US2018060757-A1	CLOUDMINDS TECHNOLOGY INC																																		0						DIIDW:201817664Y		
J	Griauzde, Julius; Srinivasan, Ashok								Advanced Neuroimaging Techniques: Basic Principles and Clinical Applications								JOURNAL OF NEURO-OPHTHALMOLOGY				38	1			101	114		10.1097/WNO.0000000000000539					MAR 2018	2018										0	0	0	0	0	0			1070-8022	1536-5166		WOS:000432428800024	28614097	
J	Surana, K. S.; Joy, A. D.; Reddy, J. N.								Ordered Rate Constitutive Theories for Non-Classical Thermoviscoelastic Fluids Incorporating Internal and Cosserat Rotation Rates								INTERNATIONAL JOURNAL OF APPLIED MECHANICS				10	2					1850012	10.1142/S1758825118500126					MAR 2018	2018										0	0	0	0	0	0			1758-8251	1758-826X		WOS:000429236600001		
J	Zhaogui Wang; Smith, D.E.								Rheology effects on predicted fiber orientation and elastic properties in large scale polymer composite additive manufacturing								Journal of Composites Science				2	1			10 (18 pp.)	10 (18 pp.)		10.3390/jcs2010010					March 2018	2018										0	0	0	0	0	0			2504-477X			INSPEC:17708004		
J	Yellowhair, Tracylyn R.; Noor, Shahani; Maxwell, Jessie R.; Anstine, Christopher V.; Oppong, Akosua Y.; Robinson, Shenandoah; Milligan, Erin D.; Jantzie, Lauren L.								Preclinical chorioamnionitis dysregulates CXCL1/CXCR2 signaling throughout the placental-fetal-brain axis								EXPERIMENTAL NEUROLOGY				301				110	119		10.1016/j.expneurol.2017.11.002					MAR 2018	2018										3	0	0	0	0	3			0014-4886	1090-2430		WOS:000427662300005	29117499	
J	Chu, Peter C.								Steepest Ascent Low/Non-Low-Frequency Ratio in Empirical Mode Decomposition to Separate Deterministic and Stochastic Velocities From a Single Lagrangian Drifter								JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS				123	3			1708	1721		10.1002/2017JC013500					MAR 2018	2018										0	0	0	0	0	0			2169-9275	2169-9291		WOS:000430918500008		
J	Simha, A.; Mo, J.; Morrison, P. J.								Unsteady Stokes flow near boundaries: the point-particle approximation and the method of reflections								JOURNAL OF FLUID MECHANICS				841				883	924		10.1017/jfm.2018.87					MAR 1 2018	2018										0	0	0	0	0	0			0022-1120	1469-7645		WOS:000426530900005		
J	Papenfuss, Christina; Verhas, Joe								Constitutive Theory of fiber suspensions								JOURNAL OF NON-NEWTONIAN FLUID MECHANICS				253				27	35		10.1016/j.jnnfm.2018.01.003					MAR 2018	2018										0	0	0	0	0	0			0377-0257	1873-2631		WOS:000427209400004		
J	Ladeveze, P.; Sejourne, S.; Rivard, C.; Lavoie, D.; Lefebvre, R.; Rouleau, A.					Lefebvre, Rene/0000-0002-7938-9930			Defining the natural fracture network in a shale gas play and its cover succession: The case of the Utica Shale in eastern Canada								JOURNAL OF STRUCTURAL GEOLOGY				108				157	170		10.1016/j.jsg.2017.12.007					MAR 2018	2018										0	0	0	0	0	0			0191-8141			WOS:000426407300013		
J	Liu, Chaoqun; Gao, Yisheng; Tian, Shuling; Dong, Xiangrui					Liu, Chaoqun/0000-0002-7204-1974			Rortex-A new vortex vector definition and vorticity tensor and vector decompositions								PHYSICS OF FLUIDS				30	3					035103	10.1063/1.5023001					MAR 2018	2018						8th Meeting of the Hellenic-Society-of-Rheology8th Meeting of the Hellenic-Society-of-Rheology	JUL 12-14, 2017JUL 12-14, 2017	Hellen Soc RheolHellen Soc Rheol	Limassol, CYPRUSLimassol, CYPRUS	0	0	0	0	0	0			1070-6631	1089-7666		WOS:000428930500055		
J	Mwasame, Paul M.; Wagner, Norman J.; Beris, Antony N.								On the macroscopic modeling of dilute emulsions under flow in the presence of particle inertia								PHYSICS OF FLUIDS				30	3					030704	10.1063/1.5001477					MAR 2018	2018						8th Meeting of the Hellenic-Society-of-Rheology8th Meeting of the Hellenic-Society-of-Rheology	JUL 12-14, 2017JUL 12-14, 2017	Hellen Soc RheolHellen Soc Rheol	Limassol, CYPRUSLimassol, CYPRUS	0	0	0	0	0	0			1070-6631	1089-7666		WOS:000428930500006		
J	Syrakos, Alexandros; Dimakopoulos, Yannis; Tsamopoulos, John					Dimakopoulos, Yannis/0000-0002-8671-0657			Theoretical study of the flow in a fluid damper containing high viscosity silicone oil: Effects of shear-thinning and viscoelasticity								PHYSICS OF FLUIDS				30	3					030708	10.1063/1.5011755					MAR 2018	2018						8th Meeting of the Hellenic-Society-of-Rheology8th Meeting of the Hellenic-Society-of-Rheology	JUL 12-14, 2017JUL 12-14, 2017	Hellen Soc RheolHellen Soc Rheol	Limassol, CYPRUSLimassol, CYPRUS	2	0	0	0	0	2			1070-6631	1089-7666		WOS:000428930500010		
J	Tsimouri, Ioanna Ch.; Stephanou, Pavlos S.; Mavrantzas, Vlasis G.								A constitutive rheological model for agglomerating blood derived from nonequilibrium thermodynamics								PHYSICS OF FLUIDS				30	3					030710	10.1063/1.5016913					MAR 2018	2018						8th Meeting of the Hellenic-Society-of-Rheology8th Meeting of the Hellenic-Society-of-Rheology	JUL 12-14, 2017JUL 12-14, 2017	Hellen Soc RheolHellen Soc Rheol	Limassol, CYPRUSLimassol, CYPRUS	1	0	0	0	0	1			1070-6631	1089-7666		WOS:000428930500012		
J	Hossan, Mohammad R.; Dutta, Diganta; Islam, Nazmul; Dutta, Prashanta								Review: Electric field driven pumping in microfluidic device								ELECTROPHORESIS				39	5-6			702	731		10.1002/elps.201700375					MAR 2018	2018										1	0	0	0	0	1			0173-0835	1522-2683		WOS:000426501100003	29130508	
J	Singh, Abhinendra; Mari, Romain; Denn, Morton M.; Morris, Jeffrey F.								A constitutive model for simple shear of dense frictional suspensions								JOURNAL OF RHEOLOGY				62	2			457	468		10.1122/1.4999237					MAR 2018	2018										2	0	0	0	0	2			0148-6055			WOS:000427032600005		
J	Moscibrodzka, M.; Gammie, C. F.					Gammie, Charles/0000-0001-7451-8935			IPOLE - semi-analytic scheme for relativistic polarized radiative transport								MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY				475	1			43	54		10.1093/mnras/stx3162					MAR 2018	2018										1	0	0	0	0	1			0035-8711	1365-2966		WOS:000427144200004		
J	Del Sarto, Daniele; Pegoraro, Francesco								Shear-induced pressure anisotropization and correlation with fluid vorticity in a low collisionality plasma								MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY				475	1			181	192		10.1093/mnras/stx3083					MAR 2018	2018										1	0	0	0	0	1			0035-8711	1365-2966		WOS:000427144200015		
J	Chen, Jun; Cai, Zemin; Lai, Jianhuang; Xie, Xiaohua					Xie, Xiaohua/0000-0002-0310-4679			Fast Optical Flow Estimation Based on the Split Bregman Method								IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY				28	3			664	678		10.1109/TCSVT.2016.2615324					MAR 2018	2018										0	0	0	0	0	0			1051-8215	1558-2205		WOS:000426693100009		
J	Qu, Xiangju; Song, Yang; Jin, Ying; Li, Zhenhua; Wang, Xuezhen; Guo, ZhenYan; Ji, Yunjing; He, Anzhi								3D SAPIV particle field reconstruction method based on adaptive threshold								APPLIED OPTICS				57	7			1622	1633		10.1364/AO.57.001622					MAR 1 2018	2018										0	0	0	0	0	0			1559-128X	2155-3165		WOS:000427133800042	29522010	
J	Pompeo, Nicola; Silva, Enrico					Pompeo, Nicola/0000-0003-4847-1234			Analysis of the Measurements of Anisotropic AC Vortex Resistivity in Tilted Magnetic Fields								IEEE TRANSACTIONS ON APPLIED SUPERCONDUCTIVITY				28	2					8201109	10.1109/TASC.2018.2797258					MAR 2018	2018										0	0	0	0	0	0			1051-8223	1558-2515		WOS:000426382800001		
J	Sima, Haifeng; Guo, Ping; Zou, Youfeng; Wang, Zhiheng; Xu, Mingliang				GUO, Ping/A-3482-2015	GUO, Ping/0000-0002-7122-1084			Bottom-Up Merging Segmentation for Color Images With Complex Areas								IEEE TRANSACTIONS ON SYSTEMS MAN CYBERNETICS-SYSTEMS				48	3			354	365		10.1109/TSMC.2016.2608831					MAR 2018	2018										0	0	0	0	0	0			2168-2216			WOS:000425398400004		
J	Sheshadri, Abhishek; Jameson, Antony								An Analysis of Stability of the Flux Reconstruction Formulation on Quadrilateral Elements for the Linear Advection-Diffusion Equation								JOURNAL OF SCIENTIFIC COMPUTING				74	3			1757	1785		10.1007/s10915-017-0513-9					MAR 2018	2018										0	0	0	0	0	0			0885-7474	1573-7691		WOS:000425965200023		
J	Kuang, Xiaolong; Zuluaga, Luis F.								Completely positive and completely positive semidefinite tensor relaxations for polynomial optimization								JOURNAL OF GLOBAL OPTIMIZATION				70	3			551	577		10.1007/s10898-017-0558-1					MAR 2018	2018										0	0	0	0	0	0			0925-5001	1573-2916		WOS:000425295400003		
J	Ivers, D. J.; Phillips, C. G.								Effects of anisotropic turbulent thermal diffusion on spherical magnetoconvection in the Earth's core								PHYSICS OF THE EARTH AND PLANETARY INTERIORS				276		SI		44	59		10.1016/j.pepi.2017.08.007					MAR 2018	2018										0	0	0	0	0	0			0031-9201	1872-7395		WOS:000425198900005		
J	Sun, Yingfeng; Zhao, Yixin; Yuan, Liang					Zhao, Yixin/0000-0003-0604-9756			Quantifying nano-pore heterogeneity and anisotropy in gas shale by synchrotron radiation nano-CT								MICROPOROUS AND MESOPOROUS MATERIALS				258				8	16		10.1016/j.micromeso.2017.08.049					MAR 1 2018	2018										0	0	0	0	0	0			1387-1811	1873-3093		WOS:000424184800002		
J	Matejczyk, Bartlomiej; Wroblewska-Kaminska, Aneta								Unsteady flows of heat-conducting non-Newtonian fluids in Musielak-Orlicz spaces								NONLINEARITY				31	3			701	727		10.1088/1361-6544/aa9740					MAR 2018	2018										0	0	0	0	0	0			0951-7715	1361-6544		WOS:000423377800002		
J	Burger, Martin; Duering, Bertram; Kreusser, Lisa Maria; Markowich, Peter A.; Schoenlieb, Carola-Bibiane				Burger, Martin/D-9928-2012; During, Bertram/M-1508-2017	During, Bertram/0000-0002-3601-2869; Kreusser, Lisa Maria/0000-0002-1131-1125; Schonlieb, Carola-Bibiane/0000-0003-0099-6306			Pattern formation of a nonlocal, anisotropic interaction model								MATHEMATICAL MODELS & METHODS IN APPLIED SCIENCES				28	3			409	451		10.1142/S0218202518500112					MAR 2018	2018										0	0	0	0	0	0			0218-2025	1793-6314		WOS:000423032000001		
J	Ali, Naseem; Hamilton, Nicholas; DeLucia, Dominic; Cal, Raul Bayoan								Assessing spacing impact on coherent features in a wind turbine array boundary layer								WIND ENERGY SCIENCE				3	1			43	56		10.5194/wes-3-43-2018					FEB 28 2018	2018										0	0	0	0	0	0			2366-7443	2366-7451		WOS:000426754800001		
J	Zaouter, Tony; Lasseux, Didier; Prat, Marc					LASSEUX, Didier/0000-0002-6080-8226			Gas slip flow in a fracture: local Reynolds equation and upscaled macroscopic model								JOURNAL OF FLUID MECHANICS				837				413	442		10.1017/jfm.2017.868					FEB 25 2018	2018										0	0	0	0	0	0			0022-1120	1469-7645		WOS:000418739300005		
P	GAO X; HU W; ZHANG X								Method for realizing traffic flow forecasting through electronic device, involves determining fusion output region in next time interval, and predicting initial value by using prediction tensor to obtain region in next time interval					CN107730887-A	HISENSE GROUP CO LTD																																		0						DIIDW:201816978V		
P	HAO X; HU J; CHEN L; ZHANG L								Method for sharing and learning adaptive learning and tensor decomposition feature combined large resource, involves performing automatic collecting and mining process on teaching platform during adaptive learning-communication processes					CN107730416-A	BEIJING DIANYITONG TECHNOLOGY CO LTD																																		0						DIIDW:2018169880		
J	Reinken, Henning; Klapp, Sabine H. L.; Baer, Markus; Heidenreich, Sebastian								Derivation of a hydrodynamic theory for mesoscale dynamics in microswimmer suspensions								PHYSICAL REVIEW E				97	2					022613	10.1103/PhysRevE.97.022613					FEB 22 2018	2018										0	0	0	0	0	0			2470-0045	2470-0053		WOS:000425736900004	29548118	
J	Reitz, Derek; Ghosh, Anirban; Tchernyshyov, Oleg								Viscous dynamics of vortices in a ferromagnetic film								PHYSICAL REVIEW B				97	5					054424	10.1103/PhysRevB.97.054424					FEB 22 2018	2018										0	0	0	0	0	0			2469-9950	2469-9969		WOS:000425730500001		
